text,label,label_text,bvid,time
乾坤大挪移心法也丢了,1,neutral,BV1gXPjzdEMg,46.956
一堆衣服要晒不干了,0,negative,BV11VA6z2Eaj,24.582
好像呈坎,1,neutral,BV11VA6z2Eaj,145.626
姜子牙穿门门童不让进,1,neutral,BV1tbq3YVErZ,8.234
26首歌曲缝制而成,1,neutral,BV1tbq3YVErZ,3.28
波斯明教,1,neutral,BV1gXPjzdEMg,20.02
好美~,2,positive,BV11VA6z2Eaj,99.172
多听听年轻人的声音,1,neutral,BV1gXPjzdEMg,294.316
超喜欢下雨天！！！！,2,positive,BV11VA6z2Eaj,6.774
江南？,1,neutral,BV1gXPjzdEMg,44.239
同化成功,1,neutral,BV1ih41147Z6,148.319
就是谁都不服谁之大戏班子,1,neutral,BV1gXPjzdEMg,82.346
湖州南浔古镇,1,neutral,BV11VA6z2Eaj,36.342
元朝：伊朗丢了,1,neutral,BV1gXPjzdEMg,38.482
我爸刚弄死他,1,neutral,BV1ih41147Z6,60.41
我爸刚弄死他,1,neutral,BV1ih41147Z6,69.539
本来就是复古流行,1,neutral,BV1tbq3YVErZ,8.339
我爸刚弄死他,1,neutral,BV1ih41147Z6,67.053
呼吸是gay,1,neutral,BV1GJ411x7h7,71.364
炮打总统部,1,neutral,BV1gXPjzdEMg,129.706
아 바 트 아 바 트,1,neutral,BV1tbq3YVErZ,54.697
好像南浔,1,neutral,BV11VA6z2Eaj,65.18
风景绝了，BGM拉完了,2,positive,BV11VA6z2Eaj,13.692
怎么好像讲过一次了,1,neutral,BV1gXPjzdEMg,53.657
广东全年拖鞋的原因,1,neutral,BV11VA6z2Eaj,138.961
伊朗菲尔兹奖,1,neutral,BV1gXPjzdEMg,228.158
我报赣南师大,1,neutral,BV1ih41147Z6,15.217
我报赣南师大,1,neutral,BV1ih41147Z6,6.768
思想还是传统的好，时间证明,1,neutral,BV1gXPjzdEMg,237.375
波斯人,1,neutral,BV1gXPjzdEMg,10.287
伊朗现在很缺导弹,1,neutral,BV1gXPjzdEMg,6.548
我报赣南师大,1,neutral,BV1ih41147Z6,11.699
《活 在 裆 下》,1,neutral,BV1ih41147Z6,166.865
年轻人多就应该去宗教化,1,neutral,BV1gXPjzdEMg,289.789
只是位置比喻，不是真的江南,1,neutral,BV1gXPjzdEMg,47.468
我报赣南师大,1,neutral,BV1ih41147Z6,2.37
洗刷刷洗刷刷洗刷刷,1,neutral,BV1tbq3YVErZ,17.091
多推,1,neutral,BV11VA6z2Eaj,15.532
波斯明教,1,neutral,BV1gXPjzdEMg,20.02
我报赣南师大,1,neutral,BV1ih41147Z6,5.267
[前方高能],1,neutral,BV1ih41147Z6,64.24
这不是裹卷,1,neutral,BV1PiQZBvEbV,439.795
波斯人，可不是阿拉伯国家,1,neutral,BV1gXPjzdEMg,8.554
发过再学习呗,1,neutral,BV1gXPjzdEMg,109.08
好家伙，一天被骗一次,1,neutral,BV1GJ411x7h7,4.64
波斯美女世界有名,2,positive,BV1gXPjzdEMg,277.678
好听,2,positive,BV1tbq3YVErZ,88.32
泡菜～泡菜～I'm漫威～～,2,positive,BV1tbq3YVErZ,116.981
Never gonna tell a lie and hurt you~,1,neutral,BV1GJ411x7h7,55.737
关键词：丢了,1,neutral,BV1gXPjzdEMg,44.179
流氓国家,1,neutral,BV1gXPjzdEMg,5.308
太好听了,2,positive,BV1tbq3YVErZ,15.062
紧跟时事,1,neutral,BV1rfwXz6Eih,0.119
有点贵吧,1,neutral,BV1PiQZBvEbV,556.157
。sjxjxj,1,neutral,BV1GJ411x7h7,71.936
PCLLLLLLLLLL|_|_|_|_|_|_|_||||,1,neutral,BV1GJ411x7h7,104.47
这跟江南有关系？？？,0,negative,BV1gXPjzdEMg,50.377
最高领袖=董事长，总统=CEO,1,neutral,BV1gXPjzdEMg,87.954
这个文案好像之前刷到过,1,neutral,BV1gXPjzdEMg,39.4
好美,2,positive,BV11VA6z2Eaj,123.781
我爸刚弄死他,1,neutral,BV1ih41147Z6,66.131
让人洗脑。,1,neutral,BV1tbq3YVErZ,22.931
为什么年轻？因为老登活不下去,1,neutral,BV1gXPjzdEMg,235.839
封建的制度必将灭亡,1,neutral,BV1gXPjzdEMg,115.303
erwtuiyo,1,neutral,BV1PiQZBvEbV,191.631
我报赣南师大,1,neutral,BV1ih41147Z6,28.24
好悦耳的合成,2,positive,BV1tbq3YVErZ,115.66
这段够爽,2,positive,BV1tbq3YVErZ,108.56
做裹卷的阿姨好有礼貌,2,positive,BV1PiQZBvEbV,498.111
这个炸香蕉才好吃,2,positive,BV1PiQZBvEbV,550.705
我报赣南师大,1,neutral,BV1ih41147Z6,15.107
你被骗了,1,neutral,BV1GJ411x7h7,10.459
江南是土耳其,1,neutral,BV1gXPjzdEMg,59.807
丝娃娃是圆的,1,neutral,BV1PiQZBvEbV,427.198
对不起，我是警察,1,neutral,BV1MswJzREbd,243.702
我的世界真人版2026最新版手机版下载,1,neutral,BV1GJ411x7h7,88.271
波斯直聘,1,neutral,BV1gXPjzdEMg,21.374
我爸刚弄死他,1,neutral,BV1ih41147Z6,63.855
我报赣南师大,1,neutral,BV1ih41147Z6,6.52
不知道   200,1,neutral,BV1PiQZBvEbV,76.575
你被骗了。,1,neutral,BV1GJ411x7h7,12.611
这得多潮啊 衣服都是馊的,0,negative,BV11VA6z2Eaj,22.597
我爸刚弄死他,1,neutral,BV1ih41147Z6,65.713
整段垮掉,0,negative,BV11VA6z2Eaj,81.046
我爸刚弄死他,1,neutral,BV1ih41147Z6,71.563
我报赣南师大,1,neutral,BV1ih41147Z6,2.481
不都是“蚯蚓干”文字吗？,1,neutral,BV1gXPjzdEMg,61.184
自信点，就是反复无常,1,neutral,BV1gXPjzdEMg,145.055
run,1,neutral,BV1MswJzREbd,35.378
下 载 国 家 反 诈 中 心,1,neutral,BV1GJ411x7h7,0.0
apt～,1,neutral,BV1tbq3YVErZ,29.899
是是是,1,neutral,BV11VA6z2Eaj,101.693
被炸死了,1,neutral,BV1gXPjzdEMg,98.376
江南？,1,neutral,BV1gXPjzdEMg,44.239
从PCL CE被骗过来的,1,neutral,BV1GJ411x7h7,5.199
只是位置比喻，不是真的江南,1,neutral,BV1gXPjzdEMg,47.468
阿富汗像江南？,1,neutral,BV1gXPjzdEMg,48.51
我报赣南师大,1,neutral,BV1ih41147Z6,26.219
波斯直聘,1,neutral,BV1gXPjzdEMg,21.374
什么，是快乐星球,2,positive,BV1GJ411x7h7,12.144
年轻人多就应该去宗教化,1,neutral,BV1gXPjzdEMg,289.789
不都是“蚯蚓干”文字吗？,1,neutral,BV1gXPjzdEMg,61.184
跳楼1:1,1,neutral,BV1GJ411x7h7,22.152
屁也怪制裁，笑死,2,positive,BV1gXPjzdEMg,293.452
如此热烈的人生，令人羡慕呀！,2,positive,BV1MswJzREbd,203.167
马辣哈哈哈哈哈,2,positive,BV1PiQZBvEbV,51.114
真的好美,2,positive,BV11VA6z2Eaj,143.37
我报赣南师大,1,neutral,BV1ih41147Z6,24.632
以色列这么小啊,1,neutral,BV1gXPjzdEMg,223.196
水上的不行，但旁边的还行,1,neutral,BV11VA6z2Eaj,53.539
江南在哪呢,1,neutral,BV1gXPjzdEMg,45.391
光是烟雨这一个词就挺诗意的,2,positive,BV11VA6z2Eaj,50.328
洗脑了,2,positive,BV1tbq3YVErZ,18.409
龙卷风摧毁停车场,1,neutral,BV1ih41147Z6,39.509
君是大胃袋 女儿儿子都不是,1,neutral,BV1PiQZBvEbV,395.298
这地方撑个伞钓鱼不知道多爽,2,positive,BV11VA6z2Eaj,32.403
萨珊王朝,1,neutral,BV1gXPjzdEMg,19.2
被炸死了,1,neutral,BV1gXPjzdEMg,98.376
十年一剑斩皇朝,1,neutral,BV11VA6z2Eaj,6.265
前几天，无了,1,neutral,BV1gXPjzdEMg,97.958
[ohhh],2,positive,BV1GJ411x7h7,42.448
这量，哪来的烟雨，暴雨好吧,1,neutral,BV11VA6z2Eaj,160.507
记录在案,1,neutral,BV1gXPjzdEMg,289.992
好臭的深渊！,0,negative,BV1GJ411x7h7,4.681
rosierosierosierosierosierosierosierosierosie,2,positive,BV1tbq3YVErZ,21.335
大陆架的中心，地球的十字路口,1,neutral,BV1gXPjzdEMg,157.843
兄弟。也不是6个，七个点,1,neutral,BV1gXPjzdEMg,199.56
这里是哪里啊？,1,neutral,BV11VA6z2Eaj,11.095
想起14年前在苏州的日子了。。。,1,neutral,BV11VA6z2Eaj,57.078
以前的阿富汗富含矿产，别小看啊,1,neutral,BV1gXPjzdEMg,50.519
波斯美女世界有名,1,neutral,BV1gXPjzdEMg,277.678
我爸刚弄死他,1,neutral,BV1ih41147Z6,71.971
还真配,2,positive,BV1gXPjzdEMg,37.437
你被骗了,1,neutral,BV1GJ411x7h7,18.785
八叔,1,neutral,BV1MswJzREbd,110.398
？？？？合适吗？,0,negative,BV11VA6z2Eaj,76.239
萌萌的,2,positive,BV1tbq3YVErZ,15.465
播放快破亿了？,1,neutral,BV1GJ411x7h7,10.434
一亿预定,1,neutral,BV1GJ411x7h7,0.33
不好，膝盖开始疼了,0,negative,BV11VA6z2Eaj,17.121
听了这首歌，心情都变好了^ω^,2,positive,BV1tbq3YVErZ,151.546
同感觉看过,1,neutral,BV1gXPjzdEMg,38.609
这也太难了，腹背都不好受,0,negative,BV1gXPjzdEMg,196.602
彩英放飞自我了哈哈,2,positive,BV1tbq3YVErZ,120.028
我爸刚弄死他,1,neutral,BV1ih41147Z6,3.63
活该啊,0,negative,BV1gXPjzdEMg,186.095
这个音真的稳真的好听,2,positive,BV1GJ411x7h7,203.919
桂头,1,neutral,BV1tbq3YVErZ,16.276
包包我好想你,2,positive,BV1Ey4y1874y,211.323
腺苷三磷酸：氖氖的看清楚，我是ATP,1,neutral,BV1tbq3YVErZ,8.699
一个神棍  死了 急死了,0,negative,BV1gXPjzdEMg,21.302
江南在哪呢,1,neutral,BV1gXPjzdEMg,45.391
封建皇帝和宰相,1,neutral,BV1gXPjzdEMg,91.205
我爸刚弄死他,1,neutral,BV1ih41147Z6,67.053
小昭,1,neutral,BV1gXPjzdEMg,234.8
好喜欢rose这穿搭！,2,positive,BV1tbq3YVErZ,110.94
跳伞01：05,1,neutral,BV1ih41147Z6,17.587
阿富汗和我们接壤的,1,neutral,BV1gXPjzdEMg,70.041
我爸刚弄死他,1,neutral,BV1ih41147Z6,65.98
波斯王子在美国喊话呢,1,neutral,BV1gXPjzdEMg,18.308
我报赣南师大,1,neutral,BV1ih41147Z6,4.962
疑似玩了第五人格后的你：,1,neutral,BV1tbq3YVErZ,107.923
《永不撒谎，不伤害你》,1,neutral,BV1GJ411x7h7,57.625
你被骗了,1,neutral,BV1GJ411x7h7,6.441
舒服了,2,positive,BV1GJ411x7h7,46.071
真的很美,2,positive,BV11VA6z2Eaj,29.767
关键词：丢了,1,neutral,BV1gXPjzdEMg,44.179
哈哈哈。,2,positive,BV11VA6z2Eaj,13.388
虽然知道是s,1,neutral,BV1tbq3YVErZ,171.685
雷佳音早期作品,1,neutral,BV1ih41147Z6,3.876
我报赣南师大,1,neutral,BV1ih41147Z6,12.355
咋换声优了？,1,neutral,BV1gXPjzdEMg,16.467
看成活络油锅,2,positive,BV1PiQZBvEbV,1.528
思想还是传统的好，时间证明,1,neutral,BV1gXPjzdEMg,237.375
君的老钱笑,1,neutral,BV1PiQZBvEbV,509.153
怎么好像讲过一次了,1,neutral,BV1gXPjzdEMg,53.657
你们文化包容？？？？,0,negative,BV1gXPjzdEMg,270.892
阿塞拜疆人说了算,1,neutral,BV1gXPjzdEMg,21.12
pcl2????????????,1,neutral,BV1GJ411x7h7,67.374
不懂欣赏， 湿的好 ，,1,neutral,BV11VA6z2Eaj,174.047
我爸刚弄死他,1,neutral,BV1ih41147Z6,64.49
红尘客栈风似刀,1,neutral,BV11VA6z2Eaj,40.194
发过一遍了把,1,neutral,BV1gXPjzdEMg,249.106
星野爱复活了,2,positive,BV1GJ411x7h7,54.658
9686.2万播放量！,2,positive,BV1GJ411x7h7,72.636
萨珊王朝,1,neutral,BV1gXPjzdEMg,19.2
恭喜格莱美三项提名,2,positive,BV1tbq3YVErZ,29.408
乾坤大挪移心法也丢了,1,neutral,BV1gXPjzdEMg,46.956
oi，来广东淋开水,1,neutral,BV11VA6z2Eaj,31.24
怎么都丢了哈哈哈哈哈,2,positive,BV1gXPjzdEMg,51.945
我报赣南师大,1,neutral,BV1ih41147Z6,12.468
匹夫无罪，怀璧其罪,1,neutral,BV1gXPjzdEMg,203.335
唯一真神,2,positive,BV1tbq3YVErZ,6.14
甚至不如奥匈,1,neutral,BV1gXPjzdEMg,120.352
有了解过,1,neutral,BV1Ey4y1874y,91.831
一亿助功,1,neutral,BV1GJ411x7h7,13.651
这时候警察来扫黄就是另一回事了,1,neutral,BV1ih41147Z6,181.933
同感觉看过,1,neutral,BV1gXPjzdEMg,38.609
还不都是自己给自己下的套,1,neutral,BV1gXPjzdEMg,226.353
政教合一是没救的,1,neutral,BV1gXPjzdEMg,77.765
阿富汗没那么重要,1,neutral,BV1gXPjzdEMg,47.145
第一次,1,neutral,BV1DVPTzhEfy,5.951
我报赣南师大,1,neutral,BV1ih41147Z6,3.606
我爸刚弄死他,1,neutral,BV1ih41147Z6,4.046
多推,1,neutral,BV11VA6z2Eaj,14.496
那就是不算数啊,1,neutral,BV1gXPjzdEMg,113.896
你  被  骗  了,1,neutral,BV1GJ411x7h7,10.941
我报赣南师大,1,neutral,BV1ih41147Z6,15.482
Abt，Abt abt，ABC ABC ABC ABC,1,neutral,BV1tbq3YVErZ,9.251
我报赣南师大,1,neutral,BV1ih41147Z6,4.259
放假吧,1,neutral,BV11VA6z2Eaj,8.697
油到多少度会死啊（）,1,neutral,BV1PiQZBvEbV,40.229
这个,1,neutral,BV1tbq3YVErZ,117.225
而是他确实说话不算数,1,neutral,BV1gXPjzdEMg,113.063
我报赣南师大！,1,neutral,BV1ih41147Z6,65.0
我报赣南师大,1,neutral,BV1ih41147Z6,27.072
没流过血无所畏惧？,1,neutral,BV1gXPjzdEMg,257.743
88块3人餐竟然不是团购不符合人设,1,neutral,BV1PiQZBvEbV,89.203
摇就完事了,2,positive,BV1tbq3YVErZ,6.206
不聊了，膝盖有点不舒服,1,neutral,BV11VA6z2Eaj,31.467
烟雨江南,1,neutral,BV11VA6z2Eaj,10.103
马上就一亿播放了,2,positive,BV1GJ411x7h7,5.978
现在看只有一个声音了,1,neutral,BV1gXPjzdEMg,146.683
gta出6了！,2,positive,BV1GJ411x7h7,55.87
我爸刚弄死他,1,neutral,BV1ih41147Z6,0.247
波斯人,1,neutral,BV1gXPjzdEMg,32.076
我爸刚弄死他,1,neutral,BV1ih41147Z6,77.231
已经闻到衣物被子的霉臭味了,0,negative,BV11VA6z2Eaj,14.492
这不是美国吗,1,neutral,BV1gXPjzdEMg,140.978
怎么跟转向灯的节奏一样呢？(doge),1,neutral,BV1tbq3YVErZ,7.219
还真配,2,positive,BV1gXPjzdEMg,37.437
江南不是埃及？,1,neutral,BV1gXPjzdEMg,52.495
我的蜡烛baby都是为了你,1,neutral,BV1tbq3YVErZ,134.759
去你的吧这种比方可打不得,0,negative,BV1gXPjzdEMg,56.075
pcl,1,neutral,BV1GJ411x7h7,11.565
同意，心灵捕手后劲很足,2,positive,BV1MswJzREbd,531.722
那中东国家 没意见了吧,1,neutral,BV1gXPjzdEMg,17.299
아 파 트,1,neutral,BV1tbq3YVErZ,7.336
又被骗了,0,negative,BV1GJ411x7h7,35.58
委内瑞拉？,1,neutral,BV1gXPjzdEMg,267.025
乾坤大挪移心法也丢了,1,neutral,BV1gXPjzdEMg,46.956
是《红尘客栈》,1,neutral,BV11VA6z2Eaj,61.037
元朝：伊朗丢了,1,neutral,BV1gXPjzdEMg,38.482
又被骗了,0,negative,BV1GJ411x7h7,19.479
captain my captain！,2,positive,BV1MswJzREbd,28.963
神权大山,1,neutral,BV1gXPjzdEMg,108.593
我报赣南师大,1,neutral,BV1ih41147Z6,17.119
我报赣南师大,1,neutral,BV1ih41147Z6,2.832
祖宗之法不可变,1,neutral,BV1gXPjzdEMg,134.633
暗区突围刀皮免费送,1,neutral,BV1GJ411x7h7,38.978
我报赣南师大,1,neutral,BV1ih41147Z6,6.799
Stop,1,neutral,BV1DT4y1N7Bk,17.971
火星哥开口味儿一下就对味儿了,2,positive,BV1tbq3YVErZ,165.71
钓鱼的好天,2,positive,BV11VA6z2Eaj,23.007
就是乌镇，都是熟悉的地方,1,neutral,BV11VA6z2Eaj,92.409
我报赣南师大,1,neutral,BV1ih41147Z6,18.641
是不是自己点进来的自己心里清楚,1,neutral,BV1GJ411x7h7,9.82
停停停？这是泫雅啊,1,neutral,BV1ih41147Z6,128.968
怪不得江南美女水灵呢,2,positive,BV11VA6z2Eaj,125.183
以色列这么小啊,1,neutral,BV1gXPjzdEMg,223.196
原 神 稻 妻 地 图,1,neutral,BV1GJ411x7h7,2.379
哈哈怪不的这么穷,1,neutral,BV1gXPjzdEMg,92.234
这哪是烟雨，这都瓢泼了啊。。。,1,neutral,BV11VA6z2Eaj,51.123
好吧，这两人彻底疯了,1,neutral,BV1tbq3YVErZ,145.028
你被骗了,1,neutral,BV1GJ411x7h7,0.0
点烟的怎么还不出来啊,0,negative,BV1MswJzREbd,237.537
我爸刚弄死他,1,neutral,BV1ih41147Z6,8.95
为什么年轻？因为老登活不下去,1,neutral,BV1gXPjzdEMg,235.839
炮打总统部,1,neutral,BV1gXPjzdEMg,129.706
这不是六个吗,1,neutral,BV1gXPjzdEMg,196.122
我爸刚弄死他,1,neutral,BV1ih41147Z6,6.661
我报赣南师大,1,neutral,BV1ih41147Z6,6.389
非常好吃哒,2,positive,BV1PiQZBvEbV,603.381
掌声送给社会人,2,positive,BV1MswJzREbd,67.841
没错，你被骗了。,1,neutral,BV1GJ411x7h7,3.66
伊朗女孩儿好漂亮,2,positive,BV1gXPjzdEMg,267.02
连着下一个礼拜就老实了,1,neutral,BV11VA6z2Eaj,22.909
像江南太逆天了,0,negative,BV1gXPjzdEMg,43.572
阿帕奇阿帕奇,1,neutral,BV1tbq3YVErZ,48.062
这句话怎么感觉也......,1,neutral,BV1gXPjzdEMg,289.215
百夫长补强了,1,neutral,BV1GJ411x7h7,16.415
很搞笑，国家很富，人民很穷,1,neutral,BV1gXPjzdEMg,289.792
三 角 符 文 完 整 版 下 载 地 址,1,neutral,BV1GJ411x7h7,19.102
恭喜你，你被骗了,0,negative,BV1GJ411x7h7,3.241
江南是一个听起来就带着忧伤的地方,1,neutral,BV11VA6z2Eaj,12.127
一亿预定,2,positive,BV1GJ411x7h7,21.421
ROSE ROSE ROSE ROSE ROSE ROSE ROSE ROSE,1,neutral,BV1tbq3YVErZ,24.461
所以总统有个卵用。,1,neutral,BV1gXPjzdEMg,133.989
委内瑞拉？,1,neutral,BV1gXPjzdEMg,267.025
还没有,1,neutral,BV1rfwXz6Eih,10.575
还是那些鬼畜版的好听！,2,positive,BV1tbq3YVErZ,119.348
回南天。。。,0,negative,BV11VA6z2Eaj,0.441
满眼翠绿,1,neutral,BV11VA6z2Eaj,155.845
这里能钓鱼吗？,1,neutral,BV11VA6z2Eaj,24.619
被炸死了,1,neutral,BV1gXPjzdEMg,98.376
第一次,1,neutral,BV1DVPTzhEfy,3.955
건배  カンパイ  What happened to the girl?,1,neutral,BV1tbq3YVErZ,67.707
一眼西湖,1,neutral,BV11VA6z2Eaj,156.78
春雨惊春清谷天,1,neutral,BV11VA6z2Eaj,26.359
为什么年轻？因为老登活不下去,1,neutral,BV1gXPjzdEMg,235.839
49人给我出来,0,negative,BV1tbq3YVErZ,90.771
乖宝宝,2,positive,BV1tbq3YVErZ,3.584
这也太难了，腹背都不好受,0,negative,BV1gXPjzdEMg,196.602
跳伞00：00,1,neutral,BV1GJ411x7h7,0.601
我报赣南师大,1,neutral,BV1ih41147Z6,4.0
贵阳是这样的，电动车都逃不掉,1,neutral,BV1PiQZBvEbV,17.824
昨夜雨疏风骤,1,neutral,BV11VA6z2Eaj,35.244
欢迎回来,2,positive,BV1ih41147Z6,1.72
老板：这几勺值20块钱,1,neutral,BV1PiQZBvEbV,80.285
大陆架的中心，地球的十字路口,1,neutral,BV1gXPjzdEMg,157.843
多推,1,neutral,BV11VA6z2Eaj,19.844
并非危险时候,1,neutral,BV1gXPjzdEMg,185.68
匹夫无罪，怀壁其罪,1,neutral,BV1rfwXz6Eih,92.437
[ohhh],2,positive,BV1GJ411x7h7,36.554
泰西封,1,neutral,BV1gXPjzdEMg,30.355
茄子那么好吃,2,positive,BV1PiQZBvEbV,542.69
永远有人系列,1,neutral,BV1tbq3YVErZ,0.0
我爸刚弄死他,1,neutral,BV1ih41147Z6,64.855
何意味,1,neutral,BV1GJ411x7h7,28.109
安息就在古代波斯区域,1,neutral,BV1gXPjzdEMg,38.92
我家泫雅登场！,2,positive,BV1ih41147Z6,129.07
哈？阿富汗这么富？,1,neutral,BV1gXPjzdEMg,43.024
阿婆子，阿婆子，阿婆子，阿婆子,1,neutral,BV1tbq3YVErZ,162.434
拧巴的体制,1,neutral,BV1gXPjzdEMg,79.86
我报赣南师大,1,neutral,BV1ih41147Z6,5.275
愿者上钩,1,neutral,BV1GJ411x7h7,2.483
《ATP》,1,neutral,BV1tbq3YVErZ,31.388
我爸刚弄死他,1,neutral,BV1ih41147Z6,6.649
保证江山不变色,1,neutral,BV1gXPjzdEMg,134.803
三国志11里的合肥，谁在中谁就被冲,1,neutral,BV1gXPjzdEMg,156.696
我报赣南师大,1,neutral,BV1ih41147Z6,24.641
又双叒叕被骗了,1,neutral,BV1GJ411x7h7,4.232
塞上江南——阿富汗,1,neutral,BV1gXPjzdEMg,54.761
听 lnl?l,1,neutral,BV1DT4y1N7Bk,82.117
彩英还给我们做了翻译,2,positive,BV1tbq3YVErZ,27.442
[前方高能],1,neutral,BV1GJ411x7h7,29.501
破亿预定,2,positive,BV1GJ411x7h7,35.229
南浔古镇,1,neutral,BV11VA6z2Eaj,41.968
龙门古镇啊,1,neutral,BV11VA6z2Eaj,120.719
裹卷粉,1,neutral,BV1PiQZBvEbV,402.963
我爸刚弄死他,1,neutral,BV1ih41147Z6,8.592
已取消收藏,0,negative,BV11VA6z2Eaj,76.206
艾 雅 法 拉 新 时 装,2,positive,BV1GJ411x7h7,2.726
马吃了都辣,2,positive,BV1PiQZBvEbV,53.726
灰色是沙漠，没人,1,neutral,BV1gXPjzdEMg,59.748
这得多大的水汽啊  晚上不得冻死了,1,neutral,BV11VA6z2Eaj,38.111
说的好像以色列不信伊斯兰教似的,1,neutral,BV1gXPjzdEMg,1.308
被西方洗脑了,1,neutral,BV1gXPjzdEMg,264.784
我爸刚弄死他,1,neutral,BV1ih41147Z6,72.205
吹牛逼,0,negative,BV1PiQZBvEbV,71.637
德普！！！！！,2,positive,BV1MswJzREbd,406.477
神权大山,1,neutral,BV1gXPjzdEMg,108.593
这个是南浔吧,1,neutral,BV11VA6z2Eaj,9.974
没错你被骗了,1,neutral,BV1GJ411x7h7,0.424
裹卷吧，和丝娃娃的皮不同,1,neutral,BV1PiQZBvEbV,380.772
APT.,1,neutral,BV1tbq3YVErZ,6.4
政教合一的国家不会多好,1,neutral,BV1gXPjzdEMg,119.568
红尘客栈,1,neutral,BV11VA6z2Eaj,44.012
怎么有种水漫金山的感觉？,1,neutral,BV11VA6z2Eaj,31.214
这个位置其实也只是平衡点,1,neutral,BV1gXPjzdEMg,97.437
还是被骗了,0,negative,BV1GJ411x7h7,6.712
这是大雨不是烟雨啊哥哥,1,neutral,BV11VA6z2Eaj,10.883
现在只能托梦了,1,neutral,BV1gXPjzdEMg,152.105
Meet me at the,1,neutral,BV1tbq3YVErZ,44.17
笑死,2,positive,BV1gXPjzdEMg,294.258
关键词：丢了,1,neutral,BV1gXPjzdEMg,44.179
两千年前就锁死的宗教,1,neutral,BV1gXPjzdEMg,133.783
离着我们很近,1,neutral,BV1gXPjzdEMg,10.293
你被骗了,1,neutral,BV1GJ411x7h7,0.08
被变化了~,1,neutral,BV1gXPjzdEMg,104.654
和泰国差不多,1,neutral,BV1gXPjzdEMg,98.575
太油了吧。。。,0,negative,BV1PiQZBvEbV,168.184
波斯人,1,neutral,BV1gXPjzdEMg,32.076
居然有84人在观看。,1,neutral,BV1tbq3YVErZ,126.247
通篇放屁,0,negative,BV1gXPjzdEMg,1.308
你被骗了,0,negative,BV1GJ411x7h7,4.65
只有这两句能听，剩下都一坨,0,negative,BV1tbq3YVErZ,130.081
美国身份不复杂么？,1,neutral,BV1gXPjzdEMg,9.767
你被骗了（乐）,1,neutral,BV1GJ411x7h7,5.02
江南在哪呢,1,neutral,BV1gXPjzdEMg,45.391
好快乐,2,positive,BV1tbq3YVErZ,119.74
亲美派没有军权 你想多了,1,neutral,BV1gXPjzdEMg,158.144
老板死了,1,neutral,BV1gXPjzdEMg,90.898
第七幕 地铁舞动,1,neutral,BV1ih41147Z6,127.594
感觉逻辑不对啊,1,neutral,BV1gXPjzdEMg,289.353
高情商：年轻，低情商：寿命短,1,neutral,BV1gXPjzdEMg,236.341
我爸刚弄死他,1,neutral,BV1ih41147Z6,63.194
委内瑞拉？,1,neutral,BV1gXPjzdEMg,267.025
复古,1,neutral,BV1tbq3YVErZ,25.489
我报赣南师大,1,neutral,BV1ih41147Z6,1.151
亲美派没有军权 你想多了,1,neutral,BV1gXPjzdEMg,158.144
说江南是说区位，不是经济能力,1,neutral,BV1gXPjzdEMg,51.6
见证真shi的诞生,1,neutral,BV1tbq3YVErZ,9.026
安息就在古代波斯区域,1,neutral,BV1gXPjzdEMg,38.92
那还选个球,0,negative,BV1gXPjzdEMg,126.153
一个encode，6个block吧,1,neutral,BV1Ey4y1874y,185.966
静坐听雨，无问西东,2,positive,BV11VA6z2Eaj,12.62
A————————,1,neutral,BV1ih41147Z6,81.868
裹卷,1,neutral,BV1PiQZBvEbV,380.728
不是升级，每个县市的风格不一样,1,neutral,BV1PiQZBvEbV,45.04
阿富汗有江南富庶吗？？？？,1,neutral,BV1gXPjzdEMg,48.487
阿帕茶阿帕茶,1,neutral,BV1tbq3YVErZ,54.842
apt,1,neutral,BV1tbq3YVErZ,46.434
这跟江南有关系？？？,0,negative,BV1gXPjzdEMg,50.377
她好漂亮,2,positive,BV1tbq3YVErZ,106.416
波斯人，可不是阿拉伯国家,1,neutral,BV1gXPjzdEMg,8.554
苦头不干,1,neutral,BV11VA6z2Eaj,8.598
被炸死了,1,neutral,BV1gXPjzdEMg,98.376
将军,1,neutral,BV1gXPjzdEMg,101.677
波斯女孩，看看小昭就知道了,1,neutral,BV1gXPjzdEMg,264.761
简称：差生文具多~,1,neutral,BV1gXPjzdEMg,74.562
记录在案,1,neutral,BV1gXPjzdEMg,289.992
好像看过。。,1,neutral,BV1gXPjzdEMg,25.746
撒点辣椒面在烤已下更香,1,neutral,BV1PiQZBvEbV,246.678
是一个看不起中国的国家,1,neutral,BV1gXPjzdEMg,0.433
还不都是自己给自己下的套,1,neutral,BV1gXPjzdEMg,226.353
aqt,1,neutral,BV1tbq3YVErZ,21.438
多推,1,neutral,BV11VA6z2Eaj,19.032
比阿富汗强多了,1,neutral,BV1gXPjzdEMg,255.61
扑克脸！这段和扑克脸好像！！,2,positive,BV1tbq3YVErZ,73.937
Oh ha ha,2,positive,BV1tbq3YVErZ,17.802
说江南是说区位，不是经济能力,1,neutral,BV1gXPjzdEMg,51.6
？零人提到BA，BA祝禁止发电,1,neutral,BV1ih41147Z6,96.452
君主立宪实君版？,1,neutral,BV1gXPjzdEMg,101.027
‘bnnn,1,neutral,BV1DT4y1N7Bk,207.893
怎么都丢了哈哈哈哈哈,2,positive,BV1gXPjzdEMg,51.945
央视都说是五分之一的油,1,neutral,BV1gXPjzdEMg,217.0
